age,budget_per_person_daily,city_you_resided_in,travel_group_composition,types_of_attractions,places_visited_in_the_uae,season
68,141,Ras Al Khaimah,10,"Outdoor, Landmark",Ajman Beach,Summer
57,38,Ajman,5,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Summer
74,24,Ras Al Khaimah,6,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Winter
50,148,Umm Al Qaiwain,8,"Landmark, Historical",Qasr Al Watan,Summer
60,282,Fujairah,4,"Shopping, Landmark",Madinat Jumeirah,Winter
32,133,Umm Al Qaiwain,2,"Outdoor, Landmark",Dubai Fountain,Summer
46,146,Ajman,10,"Kids, Outdoor",Al Ain Zoo,Summer
48,167,Dubai,1,"Outdoor, Kids",Miracle Garden,Winter
69,714,Ras Al Khaimah,3,"Landmark, Kids",Atlantis The Palm,Summer
38,601,Ras Al Khaimah,8,"Outdoor, Landmark",Sir Bani Yas Island,Summer
98,48,Umm Al Qaiwain,3,"Historical, Landmark",Dubai Creek,Winter
63,155,Ras Al Khaimah,2,"Landmark, Historical",Fujairah Fort,Summer
26,538,Sharjah,8,"Historical, Outdoor",Liwa Oasis,Winter
84,237,Ajman,3,"Outdoor, Landmark",Ajman Beach,Winter
43,153,Abu Dhabi,1,"Outdoor, Kids",Miracle Garden,Summer
54,556,Umm Al Qaiwain,5,"Landmark, Historical",Emirates Palace,Winter
47,431,Abu Dhabi,2,"Historical, Kids",Wadi Adventure,Summer
72,56,Fujairah,2,"Historical, Landmark",Al Noor Mosque,Winter
61,174,Dubai,7,"Outdoor, Kids",Miracle Garden,Winter
21,1882,Umm Al Qaiwain,1,"Outdoor, Landmark",Sir Bani Yas Island,Winter
38,109,Fujairah,4,"Outdoor, Landmark",Saadiyat Island,Winter
38,724,Umm Al Qaiwain,5,"Shopping, Kids, Outdoor",Global Village,Summer
76,205,Sharjah,9,"Shopping, Landmark",Madinat Jumeirah,Winter
79,136,Dubai,10,"Landmark, Historical",Qasr Al Watan,Winter
20,275,Ajman,9,"Historical, Outdoor",Liwa Oasis,Winter
50,44,Dubai,6,"Historical, Landmark",Al Noor Mosque,Winter
23,67,Ajman,10,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Winter
19,60,Ajman,7,"Historical, Landmark",Dubai Creek,Summer
38,79,Abu Dhabi,1,"Landmark, Historical",Fujairah Fort,Winter
6,24,Abu Dhabi,6,"Historical, Landmark",Dubai Creek,Summer
5,42,Abu Dhabi,9,"Landmark, Historical",Jumeirah Mosque,Summer
54,58,Umm Al Qaiwain,10,"Historical, Landmark",Qasr Al Hosn,Summer
72,1540,Sharjah,4,"Shopping, Kids, Outdoor",Global Village,Winter
69,31,Sharjah,2,"Historical, Landmark",Dubai Creek,Winter
6,49,Fujairah,10,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Summer
68,24,Ras Al Khaimah,10,"Outdoor, Landmark",Dubai Fountain,Winter
69,35,Dubai,7,"Historical, Landmark",Dubai Museum at Al Fahidi Fort,Summer
11,31,Dubai,2,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Winter
18,47,Abu Dhabi,9,"Historical, Landmark",Dubai Creek,Winter
38,44,Fujairah,8,"Landmark, Historical",Jumeirah Mosque,Winter
14,255,Ajman,5,"Outdoor, Landmark",Jumeirah Beach Residence,Winter
91,29,Sharjah,9,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Winter
52,935,Umm Al Qaiwain,9,"Outdoor, Landmark",Sir Bani Yas Island,Summer
78,37,Sharjah,4,"Landmark, Historical",Sheikh Zayed Grand Mosque,Summer
57,59,Umm Al Qaiwain,4,"Landmark, Historical",Al Bidya Mosque,Winter
10,452,Dubai,1,"Shopping, Kids, Outdoor",Global Village,Winter
25,1684,Abu Dhabi,8,"Outdoor, Landmark",Sir Bani Yas Island,Winter
39,79,Fujairah,2,"Outdoor, Historical",Al Ain Oasis,Summer
9,133,Ras Al Khaimah,4,"Shopping, Landmark",Madinat Jumeirah,Winter
59,110,Sharjah,5,"Landmark, Historical",Al Bidya Mosque,Summer
4,57,Ajman,4,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Winter
31,65,Ras Al Khaimah,2,"Historical, Landmark",Qasr Al Hosn,Winter
59,158,Umm Al Qaiwain,3,"Outdoor, Landmark",Jebel Jais,Winter
59,52,Abu Dhabi,6,"Outdoor, Landmark",Dubai Fountain,Winter
55,52,Ras Al Khaimah,1,"Outdoor, Landmark",Jebel Jais,Summer
25,36,Abu Dhabi,10,"Historical, Landmark",Dubai Creek,Winter
61,149,Sharjah,9,"Landmark, Historical",Fujairah Fort,Summer
18,72,Sharjah,3,"Landmark, Historical",Jumeirah Mosque,Summer
39,76,Abu Dhabi,2,"Outdoor, Kids",Miracle Garden,Summer
60,205,Dubai,10,"Outdoor, Landmark",Saadiyat Island,Summer
84,63,Ras Al Khaimah,10,"Landmark, Historical",Jumeirah Mosque,Winter
27,207,Fujairah,8,"Outdoor, Landmark",Saadiyat Island,Winter
60,493,Dubai,2,"Historical, Kids",Wadi Adventure,Winter
42,1664,Abu Dhabi,6,"Landmark, Kids",Atlantis The Palm,Summer
21,284,Sharjah,2,"Historical, Kids",Wadi Adventure,Summer
56,55,Fujairah,4,"Historical, Landmark",Dubai Creek,Winter
57,126,Ras Al Khaimah,10,"Historical, Landmark",Qasr Al Hosn,Summer
79,58,Ras Al Khaimah,10,"Landmark, Historical",Fujairah Fort,Winter
10,169,Sharjah,5,"Outdoor, Historical",Al Ain Oasis,Summer
31,148,Sharjah,2,"Historical, Landmark",Qasr Al Hosn,Summer
40,110,Sharjah,6,"Outdoor, Landmark",Saadiyat Island,Summer
23,239,Dubai,4,"Outdoor, Landmark",Saadiyat Island,Winter
16,3575,Umm Al Qaiwain,9,"Outdoor, Landmark",Sir Bani Yas Island,Summer
43,140,Ras Al Khaimah,7,"Landmark, Historical",Fujairah Fort,Winter
14,30,Ras Al Khaimah,8,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Winter
53,188,Umm Al Qaiwain,3,"Historical, Landmark",Dubai Museum at Al Fahidi Fort,Winter
54,150,Fujairah,3,"Outdoor, Landmark",Ajman Beach,Winter
28,79,Ras Al Khaimah,8,"Outdoor, Landmark",Saadiyat Island,Summer
74,195,Fujairah,1,"Outdoor, Landmark",Ajman Beach,Summer
54,4345,Dubai,7,"Outdoor, Landmark",Sir Bani Yas Island,Winter
32,55,Abu Dhabi,2,"Historical, Landmark",Al Noor Mosque,Summer
24,70,Fujairah,4,"Landmark, Historical",Sheikh Zayed Grand Mosque,Summer
15,120,Sharjah,8,"Landmark, Historical",Al Bidya Mosque,Winter
33,84,Ras Al Khaimah,1,"Outdoor, Kids",Miracle Garden,Winter
21,411,Umm Al Qaiwain,2,"Historical, Outdoor",Liwa Oasis,Winter
79,223,Umm Al Qaiwain,9,"Landmark, Historical",Al Bidya Mosque,Summer
35,290,Sharjah,5,"Shopping, Landmark",Madinat Jumeirah,Summer
26,258,Sharjah,7,"Historical, Kids",Wadi Adventure,Summer
43,55,Fujairah,6,"Historical, Landmark",Dubai Museum at Al Fahidi Fort,Winter
67,10,Ajman,4,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Summer
81,93,Ras Al Khaimah,8,"Landmark, Historical",Jumeirah Mosque,Summer
15,165,Fujairah,6,"Landmark, Historical",Fujairah Fort,Summer
54,198,Dubai,9,"Historical, Landmark",Dubai Museum at Al Fahidi Fort,Winter
38,369,Dubai,10,"Historical, Kids",Wadi Adventure,Summer
71,199,Dubai,6,"Historical, Landmark",Dubai Museum at Al Fahidi Fort,Summer
46,1183,Ajman,8,"Landmark, Historical",Emirates Palace,Summer
37,1452,Ras Al Khaimah,10,"Outdoor, Landmark",Sir Bani Yas Island,Winter
68,63,Umm Al Qaiwain,3,"Outdoor, Historical",Al Ain Oasis,Summer
1,294,Dubai,3,"Shopping, Landmark",Madinat Jumeirah,Summer
55,225,Ras Al Khaimah,9,"Kids, Outdoor",Al Ain Zoo,Summer
41,96,Dubai,8,"Outdoor, Kids",Miracle Garden,Summer
0,65,Ajman,8,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Summer
43,66,Dubai,10,"Outdoor, Landmark",Saadiyat Island,Summer
27,51,Umm Al Qaiwain,8,"Outdoor, Landmark",Hatta Dam,Winter
65,36,Umm Al Qaiwain,2,"Outdoor, Landmark",Hatta Dam,Summer
14,19,Umm Al Qaiwain,10,"Historical, Landmark",Dubai Creek,Summer
60,494,Umm Al Qaiwain,9,"Historical, Outdoor",Liwa Oasis,Winter
63,56,Fujairah,8,"Landmark, Historical",Sheikh Zayed Grand Mosque,Summer
60,258,Ajman,9,"Shopping, Landmark",Madinat Jumeirah,Summer
20,120,Dubai,1,"Historical, Landmark",Qasr Al Hosn,Winter
66,134,Sharjah,1,"Landmark, Historical",Qasr Al Watan,Summer
20,420,Dubai,9,"Historical, Kids",Wadi Adventure,Winter
46,790,Ajman,10,"Landmark, Historical",Emirates Palace,Summer
54,139,Abu Dhabi,9,"Landmark, Historical",Qasr Al Watan,Winter
25,788,Dubai,9,"Landmark, Kids",Atlantis The Palm,Summer
7,64,Ajman,1,"Historical, Landmark",Al Noor Mosque,Summer
53,1006,Sharjah,4,"Outdoor, Landmark",Sir Bani Yas Island,Winter
56,557,Fujairah,4,"Landmark, Kids",Atlantis The Palm,Summer
89,240,Abu Dhabi,1,"Outdoor, Landmark",Ajman Beach,Winter
56,499,Umm Al Qaiwain,2,"Historical, Kids",Wadi Adventure,Winter
25,163,Abu Dhabi,8,"Outdoor, Kids",Miracle Garden,Winter
51,99,Fujairah,1,"Outdoor, Landmark",Hatta Dam,Summer
12,230,Ras Al Khaimah,9,"Outdoor, Landmark",Saadiyat Island,Winter
75,176,Abu Dhabi,3,"Outdoor, Landmark",Ajman Beach,Winter
14,825,Ajman,1,"Landmark, Kids",Atlantis The Palm,Summer
73,289,Abu Dhabi,4,"Outdoor, Landmark",Jumeirah Beach Residence,Winter
44,135,Ajman,1,"Outdoor, Landmark",Dubai Fountain,Winter
51,182,Fujairah,8,"Shopping, Landmark",Madinat Jumeirah,Winter
43,931,Fujairah,6,"Landmark, Kids",Atlantis The Palm,Winter
67,49,Ajman,9,"Historical, Landmark",Al Noor Mosque,Summer
49,115,Umm Al Qaiwain,3,"Outdoor, Kids",Miracle Garden,Winter
64,778,Ras Al Khaimah,1,"Landmark, Historical",Emirates Palace,Winter
44,129,Sharjah,2,"Historical, Landmark",Qasr Al Hosn,Winter
44,20,Abu Dhabi,2,"Outdoor, Historical",Al Ain Oasis,Summer
91,165,Abu Dhabi,10,"Historical, Outdoor, Landmark",Hatta Heritage Village,Winter
44,174,Dubai,5,"Outdoor, Landmark",Ajman Beach,Winter
57,52,Sharjah,4,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Winter
34,2031,Abu Dhabi,3,"Outdoor, Landmark",Sir Bani Yas Island,Winter
10,1707,Ajman,9,"Landmark, Historical",Emirates Palace,Winter
55,347,Abu Dhabi,1,"Historical, Kids",Wadi Adventure,Winter
45,1631,Ras Al Khaimah,7,"Landmark, Kids",Atlantis The Palm,Summer
10,3430,Fujairah,1,"Shopping, Kids, Outdoor",Global Village,Winter
17,498,Abu Dhabi,5,"Historical, Kids",Wadi Adventure,Winter
66,123,Abu Dhabi,7,"Outdoor, Kids",Miracle Garden,Summer
52,41,Sharjah,10,"Shopping, Landmark",Madinat Jumeirah,Summer
47,96,Ajman,9,"Landmark, Historical",Jumeirah Mosque,Summer
12,120,Dubai,4,"Outdoor, Historical",Al Ain Oasis,Winter
33,2285,Ajman,5,"Outdoor, Landmark",Sir Bani Yas Island,Summer
70,1187,Dubai,7,"Landmark, Kids",Atlantis The Palm,Summer
71,2191,Umm Al Qaiwain,7,"Shopping, Kids, Outdoor",Global Village,Summer
18,136,Abu Dhabi,9,"Outdoor, Kids",Miracle Garden,Winter
13,27,Abu Dhabi,2,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Summer
15,190,Ajman,8,"Landmark, Historical",Sheikh Zayed Grand Mosque,Summer
13,268,Abu Dhabi,6,"Historical, Kids",Wadi Adventure,Winter
20,100,Sharjah,8,"Landmark, Historical",Al Bidya Mosque,Summer
2,38,Sharjah,10,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Summer
43,52,Ajman,10,"Landmark, Historical",Fujairah Fort,Summer
24,37,Sharjah,4,"Landmark, Historical",Jumeirah Mosque,Winter
62,136,Dubai,9,"Landmark, Historical",Sheikh Zayed Grand Mosque,Winter
48,293,Abu Dhabi,1,"Landmark, Historical",Emirates Palace,Summer
73,151,Fujairah,10,"Landmark, Historical",Sheikh Zayed Grand Mosque,Winter
52,114,Abu Dhabi,4,"Outdoor, Historical",Al Ain Oasis,Winter
38,3361,Dubai,9,"Shopping, Kids, Outdoor",Global Village,Summer
11,16,Ajman,10,"Historical, Landmark",Dubai Creek,Winter
16,226,Sharjah,4,"Outdoor, Historical",Al Ain Oasis,Summer
73,1045,Sharjah,6,"Landmark, Historical",Emirates Palace,Summer
43,97,Dubai,3,"Outdoor, Kids",Miracle Garden,Summer
37,154,Ras Al Khaimah,10,"Outdoor, Landmark",Jumeirah Beach Residence,Winter
79,46,Sharjah,1,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Winter
57,121,Fujairah,6,"Historical, Landmark",Qasr Al Hosn,Summer
26,31,Fujairah,2,"Outdoor, Landmark",Jebel Jais,Summer
14,271,Umm Al Qaiwain,1,"Kids, Outdoor",Al Ain Zoo,Winter
55,21,Fujairah,5,"Landmark, Historical",Al Bidya Mosque,Summer
55,28,Ajman,9,"Outdoor, Landmark",Hatta Dam,Summer
38,2184,Ajman,2,"Shopping, Kids, Outdoor",Global Village,Winter
16,100,Ras Al Khaimah,7,"Historical, Outdoor",Liwa Oasis,Summer
46,132,Sharjah,7,"Landmark, Historical",Qasr Al Watan,Winter
30,223,Ajman,8,"Landmark, Historical",Al Bidya Mosque,Winter
71,211,Fujairah,5,"Historical, Landmark",Dubai Museum at Al Fahidi Fort,Summer
5,245,Ajman,3,"Outdoor, Landmark",Ajman Beach,Summer
22,282,Dubai,9,"Historical, Kids",Wadi Adventure,Winter
18,44,Dubai,5,"Outdoor, Landmark",Dubai Fountain,Summer
67,142,Ras Al Khaimah,3,"Landmark, Historical",Qasr Al Watan,Winter
44,61,Fujairah,7,"Historical, Landmark",Dubai Creek,Winter
62,838,Abu Dhabi,6,"Shopping, Kids, Outdoor",Global Village,Winter
33,21,Ajman,10,"Outdoor, Landmark",Dubai Fountain,Summer
29,55,Fujairah,9,"Historical, Landmark",Dubai Creek,Summer
18,473,Ajman,6,"Historical, Kids",Wadi Adventure,Winter
45,22,Ras Al Khaimah,3,"Outdoor, Landmark",Hatta Dam,Winter
18,62,Fujairah,10,"Outdoor, Landmark",Dubai Fountain,Summer
55,1074,Abu Dhabi,2,"Landmark, Historical",Emirates Palace,Winter
48,144,Umm Al Qaiwain,2,"Landmark, Historical",Al Bidya Mosque,Winter
8,36,Ajman,5,"Outdoor, Landmark",Hatta Dam,Winter
48,13,Fujairah,7,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Summer
38,147,Ajman,1,"Kids, Outdoor",Al Ain Zoo,Summer
28,302,Fujairah,8,"Landmark, Historical",Emirates Palace,Summer
24,172,Ajman,5,"Landmark, Historical",Al Bidya Mosque,Winter
13,2121,Fujairah,4,"Outdoor, Landmark",Sir Bani Yas Island,Summer
41,165,Fujairah,9,"Outdoor, Landmark",Jumeirah Beach Residence,Summer
44,45,Fujairah,1,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Summer
68,48,Ras Al Khaimah,2,"Landmark, Historical",Sheikh Zayed Grand Mosque,Winter
35,76,Abu Dhabi,1,"Outdoor, Landmark",Dubai Fountain,Winter
80,106,Ajman,7,"Landmark, Historical",Fujairah Fort,Summer
34,243,Fujairah,7,"Historical, Kids",Wadi Adventure,Winter
12,38,Sharjah,8,"Outdoor, Landmark",Dubai Fountain,Summer
54,14,Ras Al Khaimah,3,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Winter
40,210,Fujairah,2,"Historical, Outdoor",Liwa Oasis,Summer
8,539,Ras Al Khaimah,9,"Landmark, Kids",Atlantis The Palm,Summer
34,193,Dubai,10,"Outdoor, Historical",Al Ain Oasis,Summer
57,74,Sharjah,4,"Historical, Landmark",Dubai Museum at Al Fahidi Fort,Winter
71,189,Fujairah,9,"Landmark, Historical",Sheikh Zayed Grand Mosque,Winter
10,200,Sharjah,2,"Landmark, Historical",Sheikh Zayed Grand Mosque,Winter
14,363,Ajman,3,"Historical, Kids",Wadi Adventure,Winter
61,59,Fujairah,8,"Landmark, Historical",Jumeirah Mosque,Summer
18,60,Dubai,4,"Outdoor, Historical",Al Ain Oasis,Winter
44,1112,Abu Dhabi,1,"Landmark, Kids",Atlantis The Palm,Winter
69,682,Ras Al Khaimah,10,"Landmark, Kids",Atlantis The Palm,Winter
80,908,Sharjah,3,"Shopping, Kids, Outdoor",Global Village,Summer
49,163,Ajman,7,"Historical, Landmark",Dubai Museum at Al Fahidi Fort,Winter
30,224,Ajman,1,"Kids, Outdoor",Al Ain Zoo,Summer
22,101,Umm Al Qaiwain,10,"Outdoor, Landmark",Saadiyat Island,Summer
14,86,Umm Al Qaiwain,6,"Landmark, Historical",Al Bidya Mosque,Winter
42,80,Umm Al Qaiwain,4,"Historical, Outdoor, Landmark",Hatta Heritage Village,Winter
40,284,Dubai,7,"Historical, Kids",Wadi Adventure,Winter
18,165,Ras Al Khaimah,5,"Outdoor, Historical",Al Ain Oasis,Summer
57,111,Abu Dhabi,8,"Landmark, Historical",Al Bidya Mosque,Winter
66,85,Abu Dhabi,8,"Landmark, Historical",Jumeirah Mosque,Winter
40,77,Umm Al Qaiwain,5,"Outdoor, Kids",Miracle Garden,Summer
18,210,Fujairah,4,"Outdoor, Historical",Al Ain Oasis,Summer
37,204,Fujairah,2,"Outdoor, Historical",Al Ain Oasis,Winter
52,165,Abu Dhabi,3,"Landmark, Historical",Qasr Al Watan,Winter
29,316,Sharjah,7,"Landmark, Kids",Atlantis The Palm,Winter
80,45,Dubai,7,"Historical, Landmark",Al Noor Mosque,Summer
13,32,Ajman,7,"Historical, Landmark",Dubai Creek,Summer
51,52,Abu Dhabi,2,"Historical, Landmark",Al Noor Mosque,Winter
40,121,Abu Dhabi,3,"Outdoor, Kids",Miracle Garden,Summer
15,144,Dubai,6,"Outdoor, Landmark",Jebel Jais,Winter
45,100,Sharjah,1,"Outdoor, Kids",Miracle Garden,Summer
53,41,Dubai,6,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Winter
14,234,Fujairah,5,"Historical, Landmark",Dubai Museum at Al Fahidi Fort,Summer
57,115,Fujairah,1,"Historical, Outdoor",Liwa Oasis,Winter
39,116,Sharjah,7,"Outdoor, Landmark",Hatta Dam,Winter
62,75,Fujairah,9,"Landmark, Historical",Jumeirah Mosque,Winter
24,146,Sharjah,2,"Landmark, Historical",Fujairah Fort,Summer
73,92,Ajman,4,"Historical, Landmark",Qasr Al Hosn,Winter
4,30,Abu Dhabi,6,"Outdoor, Landmark",Jumeirah Beach Residence,Summer
65,383,Dubai,2,"Historical, Outdoor",Liwa Oasis,Summer
51,177,Abu Dhabi,8,"Outdoor, Historical",Al Ain Oasis,Summer
50,269,Sharjah,8,"Kids, Outdoor",Al Ain Zoo,Winter
70,129,Fujairah,3,"Landmark, Historical",Sheikh Zayed Grand Mosque,Summer
26,96,Umm Al Qaiwain,5,"Outdoor, Landmark",Dubai Fountain,Winter
15,751,Fujairah,3,"Landmark, Kids",Atlantis The Palm,Winter
21,17,Ajman,6,"Historical, Outdoor, Landmark",Hatta Heritage Village,Winter
65,127,Ajman,6,"Landmark, Historical",Fujairah Fort,Summer
36,887,Fujairah,1,"Outdoor, Landmark",Sir Bani Yas Island,Winter
87,56,Umm Al Qaiwain,9,"Outdoor, Landmark",Ajman Beach,Winter
47,252,Ras Al Khaimah,10,"Outdoor, Landmark",Jumeirah Beach Residence,Summer
8,63,Sharjah,5,"Outdoor, Landmark",Hatta Dam,Winter
25,178,Fujairah,9,"Outdoor, Kids",Miracle Garden,Summer
9,84,Fujairah,10,"Landmark, Historical",Jumeirah Mosque,Summer
37,29,Ras Al Khaimah,5,"Historical, Landmark",Dubai Creek,Summer
52,636,Umm Al Qaiwain,9,"Historical, Outdoor",Liwa Oasis,Summer
28,120,Fujairah,4,"Landmark, Kids",Atlantis The Palm,Summer
50,471,Abu Dhabi,5,"Historical, Outdoor",Liwa Oasis,Winter
47,48,Dubai,1,"Landmark, Historical",Jumeirah Mosque,Summer
14,51,Dubai,9,"Historical, Landmark",Qasr Al Hosn,Summer
96,12,Dubai,1,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Winter
54,697,Fujairah,9,"Landmark, Kids",Atlantis The Palm,Summer
25,117,Umm Al Qaiwain,5,"Outdoor, Landmark",Saadiyat Island,Summer
52,891,Umm Al Qaiwain,3,"Outdoor, Landmark",Sir Bani Yas Island,Summer
59,186,Umm Al Qaiwain,4,"Kids, Outdoor",Al Ain Zoo,Summer
40,233,Abu Dhabi,7,"Outdoor, Landmark",Saadiyat Island,Winter
17,792,Sharjah,4,"Outdoor, Landmark",Sir Bani Yas Island,Winter
41,2184,Abu Dhabi,2,"Shopping, Kids, Outdoor",Global Village,Winter
76,549,Dubai,2,"Historical, Outdoor",Liwa Oasis,Winter
16,213,Dubai,3,"Outdoor, Landmark",Jumeirah Beach Residence,Winter
25,212,Dubai,9,"Historical, Outdoor",Liwa Oasis,Winter
40,1096,Dubai,7,"Outdoor, Landmark",Sir Bani Yas Island,Winter
74,209,Dubai,10,"Historical, Landmark",Dubai Museum at Al Fahidi Fort,Winter
68,296,Umm Al Qaiwain,5,"Shopping, Kids, Outdoor",Global Village,Winter
67,256,Dubai,2,"Outdoor, Landmark",Jumeirah Beach Residence,Winter
4,116,Abu Dhabi,6,"Kids, Outdoor",Al Ain Zoo,Winter
49,214,Sharjah,10,"Historical, Landmark",Dubai Museum at Al Fahidi Fort,Summer
63,174,Ajman,10,"Outdoor, Landmark",Jumeirah Beach Residence,Summer
49,34,Sharjah,5,"Outdoor, Historical",Al Ain Oasis,Summer
87,35,Ras Al Khaimah,8,"Shopping, Landmark",Madinat Jumeirah,Winter
24,248,Dubai,9,"Kids, Outdoor",Al Ain Zoo,Summer
71,146,Sharjah,6,"Landmark, Historical",Sheikh Zayed Grand Mosque,Summer
56,52,Ajman,5,"Outdoor, Landmark",Saadiyat Island,Summer
29,458,Ajman,2,"Historical, Kids",Wadi Adventure,Winter
90,134,Abu Dhabi,7,"Shopping, Landmark",Madinat Jumeirah,Winter
9,253,Abu Dhabi,9,"Shopping, Landmark",Madinat Jumeirah,Winter
70,52,Fujairah,6,"Outdoor, Landmark",Jumeirah Beach Residence,Summer
55,1527,Sharjah,1,"Outdoor, Landmark",Sir Bani Yas Island,Winter
70,43,Fujairah,2,"Outdoor, Landmark",Dubai Fountain,Winter
17,41,Sharjah,10,"Historical, Landmark",Dubai Museum at Al Fahidi Fort,Winter
48,178,Sharjah,9,"Historical, Outdoor",Liwa Oasis,Winter
66,102,Sharjah,8,"Shopping, Landmark",Madinat Jumeirah,Summer
37,65,Fujairah,6,"Outdoor, Historical",Al Ain Oasis,Winter
92,73,Dubai,3,"Outdoor, Landmark",Jumeirah Beach Residence,Winter
57,923,Abu Dhabi,7,"Landmark, Historical",Emirates Palace,Winter
39,125,Fujairah,4,"Outdoor, Landmark",Jumeirah Beach Residence,Winter
14,82,Abu Dhabi,7,"Historical, Landmark",Qasr Al Hosn,Winter
27,2344,Abu Dhabi,4,"Shopping, Kids, Outdoor",Global Village,Winter
24,1558,Fujairah,2,"Landmark, Historical",Emirates Palace,Summer
74,90,Abu Dhabi,5,"Historical, Landmark",Qasr Al Hosn,Winter
19,158,Ajman,4,"Landmark, Historical",Fujairah Fort,Summer
24,126,Ajman,7,"Outdoor, Kids",Miracle Garden,Winter
34,87,Abu Dhabi,3,"Outdoor, Landmark",Jumeirah Beach Residence,Summer
98,105,Fujairah,10,"Outdoor, Landmark",Ajman Beach,Summer
17,60,Abu Dhabi,7,"Landmark, Historical",Jumeirah Mosque,Summer
29,225,Sharjah,7,"Outdoor, Landmark",Saadiyat Island,Winter
35,34,Sharjah,7,"Historical, Landmark",Al Noor Mosque,Summer
73,46,Umm Al Qaiwain,1,"Historical, Landmark",Al Noor Mosque,Winter
51,195,Sharjah,5,"Kids, Outdoor",Al Ain Zoo,Summer
40,26,Umm Al Qaiwain,9,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Winter
38,143,Ras Al Khaimah,5,"Outdoor, Historical",Al Ain Oasis,Summer
47,54,Dubai,8,"Outdoor, Landmark",Ajman Beach,Summer
64,101,Sharjah,7,"Landmark, Historical",Fujairah Fort,Summer
52,166,Ajman,9,"Landmark, Historical",Qasr Al Watan,Summer
49,50,Dubai,2,"Historical, Landmark",Dubai Creek,Summer
10,1389,Abu Dhabi,9,"Landmark, Kids",Atlantis The Palm,Summer
26,82,Umm Al Qaiwain,7,"Outdoor, Landmark",Jebel Jais,Summer
34,81,Ras Al Khaimah,3,"Outdoor, Landmark",Jebel Jais,Summer
33,465,Ras Al Khaimah,1,"Landmark, Kids",Atlantis The Palm,Summer
77,39,Dubai,10,"Historical, Outdoor, Landmark",Hatta Heritage Village,Summer
34,205,Dubai,9,"Kids, Outdoor",Al Ain Zoo,Summer
39,130,Umm Al Qaiwain,7,"Outdoor, Landmark",Jebel Jais,Summer
20,398,Abu Dhabi,7,"Historical, Outdoor",Liwa Oasis,Winter
20,67,Dubai,4,"Outdoor, Landmark",Hatta Dam,Summer
11,57,Ajman,2,"Landmark, Historical",Sheikh Zayed Grand Mosque,Summer
71,57,Fujairah,4,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Summer
39,33,Ajman,10,"Outdoor, Landmark",Jumeirah Beach Residence,Winter
57,2055,Abu Dhabi,10,"Outdoor, Landmark",Sir Bani Yas Island,Winter
57,165,Dubai,5,"Outdoor, Kids",Miracle Garden,Winter
52,151,Fujairah,9,"Outdoor, Landmark",Ajman Beach,Winter
18,123,Sharjah,5,"Kids, Outdoor",Al Ain Zoo,Winter
43,144,Ras Al Khaimah,1,"Historical, Outdoor, Landmark",Hatta Heritage Village,Winter
45,56,Sharjah,2,"Outdoor, Kids",Ras Al Khor Wildlife Sanctuary,Summer
21,182,Sharjah,8,"Outdoor, Landmark",Hatta Dam,Winter
31,175,Ajman,1,"Landmark, Historical",Sheikh Zayed Grand Mosque,Winter
53,64,Dubai,1,"Outdoor, Kids",Miracle Garden,Winter
100,124,Ajman,5,"Historical, Outdoor, Landmark",Hatta Heritage Village,Winter
21,104,Dubai,3,"Landmark, Historical",Al Bidya Mosque,Summer
20,584,Sharjah,10,"Historical, Outdoor",Liwa Oasis,Summer
97,47,Abu Dhabi,5,"Historical, Outdoor, Landmark",Hatta Heritage Village,Winter
20,370,Fujairah,7,"Historical, Kids",Wadi Adventure,Winter
26,151,Ras Al Khaimah,10,"Outdoor, Landmark",Hatta Dam,Winter
58,45,Dubai,9,"Outdoor, Landmark",Jumeirah Beach Residence,Summer
81,49,Dubai,6,"Historical, Landmark",Al Noor Mosque,Winter
80,169,Ras Al Khaimah,10,"Landmark, Historical",Sheikh Zayed Grand Mosque,Summer
57,165,Dubai,1,"Outdoor, Landmark",Jebel Jais,Winter
